Date,cpi,ppi,fdi,total_index,agricultural_index,mineral_index,fuel_electric_index,gdp,export %,import %,pmi,LPI Index,New Financial Credit,Consumer Confidence Index,Total Retail Sales,Foreign Reserve,Money Supply,issuance of inv prod,insurance income,domestic phone sales,Consumption index (national),Consumption index (city),Consumption index (rural),Inv in fixed asset,Total Export,Total Import,Fiscal Revenue,Forex Loan,Deposit in currency,net currency inj,large bank reserve ratio,small bank reserve ratio
2018-05-01,1.8,3.4,9059000.0,103.6,99.5,104.2,106.8,,12.7,0.0,51.9,56.1,11396.18357,122.9,30359.0,31106.23,1743063.7923233,14219.0,141417098.13,3783.6,101.8,101.8,101.7,61685,211592000.0,188177000.0,17631,-45,12787.3063333,6300.0,,
2018-05-01,1.8,3.4,9059000.0,103.6,99.5,104.2,106.8,,0.0,21.5,51.9,56.1,11396.18357,122.9,30359.0,31106.23,1743063.7923233,14219.0,141417098.13,3783.6,101.8,101.8,101.7,61685,211592000.0,188177000.0,17631,-45,12787.3063333,6300.0,,
2018-05-01,1.8,3.4,9059000.0,103.6,99.5,104.2,106.8,,0.0,0.0,51.9,56.1,11396.18357,122.9,30359.0,31106.23,1743063.7923233,14219.0,141417098.13,3783.6,101.8,101.8,101.7,61685,211592000.0,188177000.0,17631,-45,12787.3063333,6300.0,,
2018-06-01,1.8,4.1,15662000.0,104.1,99.9,104.9,109.2,,12.6,26.0,51.5,54.9,16787.34188,118.2,30842.0,31121.29,1770178.373,12625.0,163451903.29,3661.0,101.9,101.8,101.9,81273,215596000.0,174691000.0,17681,-151,21798.24375694,-2100.0,,
2018-07-01,1.9,4.7,7749000.0,103.9,100.1,104.0,110.7,6.7,11.2,14.1,51.2,50.9,12861.15205,119.7,30734.0,31179.46,1776196.10516409,12306.0,177545771.43,3697.5,102.1,102.1,102.0,58482,214403000.0,186914000.0,17460,-127,10466.75536692,-5800.0,15.5,13.5
2018-08-01,2.1,4.6,10427000.0,103.3,100.6,103.5,109.7,,12.2,27.3,51.3,50.7,13139.99871,118.6,31542.0,31097.16,1788670.42970175,12985.0,196392739.2,3259.5,102.3,102.3,102.3,59360,216949000.0,190652000.0,11077,-62,10818.12987501,-500.0,,
2018-09-01,2.3,4.1,11462000.0,103.2,102.1,105.5,109.4,,12.2,0.0,50.8,53.1,14340.99924,118.5,32005.0,30870.25,1801665.58145761,11377.0,218533084.98,3902.2,102.5,102.4,102.5,68284,225398000.0,195134000.0,12963,-171,7747.9608062,1600.0,,
2018-09-01,2.3,4.1,11462000.0,103.2,102.1,105.5,109.4,,12.2,19.9,50.8,53.1,14340.99924,118.5,32005.0,30870.25,1801665.58145761,11377.0,218533084.98,3902.2,102.5,102.4,102.5,68284,225398000.0,195134000.0,12963,-171,7747.9608062,1600.0,,
2018-09-01,2.3,4.1,11462000.0,103.2,102.1,105.5,109.4,,12.2,0.0,50.8,53.1,14340.99924,118.5,32005.0,30870.25,1801665.58145761,11377.0,218533084.98,3902.2,102.5,102.4,102.5,68284,225398000.0,195134000.0,12963,-171,7747.9608062,1600.0,,
2018-09-01,2.3,4.1,11462000.0,103.2,102.1,105.5,109.4,,9.8,0.0,50.8,53.1,14340.99924,118.5,32005.0,30870.25,1801665.58145761,11377.0,218533084.98,3902.2,102.5,102.4,102.5,68284,225398000.0,195134000.0,12963,-171,7747.9608062,1600.0,,
2018-09-01,2.3,4.1,11462000.0,103.2,102.1,105.5,109.4,,9.8,19.9,50.8,53.1,14340.99924,118.5,32005.0,30870.25,1801665.58145761,11377.0,218533084.98,3902.2,102.5,102.4,102.5,68284,225398000.0,195134000.0,12963,-171,7747.9608062,1600.0,,
2018-09-01,2.3,4.1,11462000.0,103.2,102.1,105.5,109.4,,9.8,0.0,50.8,53.1,14340.99924,118.5,32005.0,30870.25,1801665.58145761,11377.0,218533084.98,3902.2,102.5,102.4,102.5,68284,225398000.0,195134000.0,12963,-171,7747.9608062,1600.0,,
2018-09-01,2.3,4.1,11462000.0,103.2,102.1,105.5,109.4,,0.0,0.0,50.8,53.1,14340.99924,118.5,32005.0,30870.25,1801665.58145761,11377.0,218533084.98,3902.2,102.5,102.4,102.5,68284,225398000.0,195134000.0,12963,-171,7747.9608062,1600.0,,
2018-09-01,2.3,4.1,11462000.0,103.2,102.1,105.5,109.4,,0.0,19.9,50.8,53.1,14340.99924,118.5,32005.0,30870.25,1801665.58145761,11377.0,218533084.98,3902.2,102.5,102.4,102.5,68284,225398000.0,195134000.0,12963,-171,7747.9608062,1600.0,,
2018-09-01,2.3,4.1,11462000.0,103.2,102.1,105.5,109.4,,0.0,0.0,50.8,53.1,14340.99924,118.5,32005.0,30870.25,1801665.58145761,11377.0,218533084.98,3902.2,102.5,102.4,102.5,68284,225398000.0,195134000.0,12963,-171,7747.9608062,1600.0,,
2018-10-01,2.5,3.6,9696000.0,102.8,101.4,106.4,109.4,6.5,14.5,14.3,50.2,54.5,7141.282611,119.1,35534.0,30530.98,1795561.59556379,10293.0,233583506.46,3853.3,102.5,102.5,102.6,64125,214759000.0,181786000.0,15727,46,3822.82801061,-600.0,14.5,12.5
2018-10-01,2.5,3.6,9696000.0,102.8,101.4,106.4,109.4,6.5,14.5,0.0,50.2,54.5,7141.282611,119.1,35534.0,30530.98,1795561.59556379,10293.0,233583506.46,3853.3,102.5,102.5,102.6,64125,214759000.0,181786000.0,15727,46,3822.82801061,-600.0,14.5,12.5
2018-11-01,2.5,3.3,13602000.0,101.8,99.9,107.3,106.3,,15.5,20.8,50.0,50.0,12302.32894,122.1,35260.0,30616.97,1813175.06539151,11664.0,247906985.84,3537.0,102.2,102.2,102.2,61700,224294000.0,182435000.0,10775,-177,8751.81314637,-1000.0,,
2018-11-01,2.5,3.3,13602000.0,101.8,99.9,107.3,106.3,,15.5,0.0,50.0,50.0,12302.32894,122.1,35260.0,30616.97,1813175.06539151,11664.0,247906985.84,3537.0,102.2,102.2,102.2,61700,224294000.0,182435000.0,10775,-177,8751.81314637,-1000.0,,
2018-11-01,2.5,3.3,13602000.0,101.8,99.9,107.3,106.3,,0.0,20.8,50.0,50.0,12302.32894,122.1,35260.0,30616.97,1813175.06539151,11664.0,247906985.84,3537.0,102.2,102.2,102.2,61700,224294000.0,182435000.0,10775,-177,8751.81314637,-1000.0,,
2018-11-01,2.5,3.3,13602000.0,101.8,99.9,107.3,106.3,,0.0,0.0,50.0,50.0,12302.32894,122.1,35260.0,30616.97,1813175.06539151,11664.0,247906985.84,3537.0,102.2,102.2,102.2,61700,224294000.0,182435000.0,10775,-177,8751.81314637,-1000.0,,
2018-12-01,2.2,2.7,13709000.0,100.3,99.0,105.4,101.5,,5.4,3.0,49.4,54.7,9281.464384,123.0,35893.0,30727.12,1826744.21571345,11044.0,262608722.06,3567.4,101.9,101.9,101.9,26369,220850000.0,164050000.0,11019,-110,158.23890141,8400.0,,
2019-01-01,1.9,0.9,12407000.0,99.5,98.3,104.7,98.6,6.4,-4.4,-7.6,49.5,53.7,35668.35953,123.7,,30879.24,1865935.33,12169.0,62720000.0,3404.8,101.7,101.8,101.7,,218008133.5,179669676.1,,,,-2400.0,14.0,12.0
2019-01-01,1.9,0.9,12407000.0,99.5,98.3,104.7,98.6,6.4,-4.4,-7.6,49.5,53.7,35668.35953,123.7,,30879.24,1865935.33,12169.0,62720000.0,3404.8,101.7,101.8,101.7,,218008133.5,179669676.1,,,,-2400.0,14.0,11.5
2019-01-01,1.9,0.9,12407000.0,99.5,98.3,104.7,98.6,6.4,-4.4,-7.6,49.5,53.7,35668.35953,123.7,,30879.24,1865935.33,12169.0,62720000.0,3404.8,101.7,101.8,101.7,,218008133.5,179669676.1,,,,-2400.0,13.5,12.0
2019-01-01,1.9,0.9,12407000.0,99.5,98.3,104.7,98.6,6.4,-4.4,-7.6,49.5,53.7,35668.35953,123.7,,30879.24,1865935.33,12169.0,62720000.0,3404.8,101.7,101.8,101.7,,218008133.5,179669676.1,,,,-2400.0,13.5,11.5
2019-02-01,1.7,0.1,9281000.0,99.7,98.9,105.6,99.0,,9.1,-1.5,49.2,49.6,7640.641862,126.0,,30901.8,1867427.45,8282.0,82610000.0,1451.1,101.5,101.5,101.4,0,135330170.0,132371034.7,0,24,14306.55,-3415.0,,
2019-03-01,1.5,0.1,14107000.0,100.6,103.7,106.7,101.1,,-20.8,-5.2,50.5,52.6,19584.39553,124.1,31726.0,30987.61,1889412.14,10247.0,108630000.0,2837.3,102.3,102.3,102.3,57022,198234435.6,166867490.0,14552,62,17735.02,-2600.0,,
2019-04-01,2.3,0.4,9342000.0,101.1,107.0,109.1,100.6,6.4,14.2,-7.6,50.1,53.5,8732.827504,125.3,30586.0,30949.53,1884670.33,10772.0,120050000.0,3653.0,102.5,102.5,102.6,53876,193606315.7,180531895.0,18995,-206,2455.26,0.0,,
2019-05-01,2.5,0.9,9472000.0,100.7,107.3,110.4,99.5,,-2.7,4.0,49.4,52.8,11855.45876,123.4,32956.0,31010.04,1891153.7,9866.0,132520000.0,3829.4,102.7,102.7,102.8,61808,213917758.1,172773252.9,17268,62,12304.49,5300.0,,
2019-06-01,2.7,0.6,16127000.0,99.8,107.2,112.2,97.5,,1.1,-8.5,49.4,51.9,16736.89983,125.9,33878.0,31192.34,1921360.19,9249.0,150260000.0,3431.0,102.7,102.7,102.7,81545,212465709.9,162816660.9,17927,-79,23168.98,275.0,,
2019-07-01,2.7,0.0,8065000.0,99.7,107.4,114.7,95.9,6.2,-1.3,-7.3,49.7,51.1,8086.072901,124.4,33073.0,31036.97,1919410.82,11163.0,161360000.0,3419.9,102.8,102.7,102.9,49792,221772397.5,177757872.1,17777,-123,5472.83,-5600.0,,
2019-08-01,2.8,-0.3,10459000.0,99.3,108.2,112.2,94.6,,3.3,-5.6,49.5,50.9,13045.18199,122.4,33896.0,31071.76,1935492.43,10413.0,175280000.0,3087.5,102.8,102.8,103.1,51736,214873286.8,180157156.9,11438,-14,18551.66,1350.0,,
2019-09-01,2.8,-0.8,11520000.0,98.9,109.3,108.8,93.5,,-1.0,-5.6,49.8,53.8,17612.4407,124.1,34495.0,30924.31,1952250.49,9962.0,192540000.0,3623.6,103.0,102.8,103.6,60576,218214874.3,179136522.2,13617,-53,7177.72,1750.0,13.0,11.0
2019-10-01,3.0,-1.2,9998000.0,98.9,112.2,107.4,92.8,6.0,-3.2,-8.5,49.3,54.2,5469.638534,124.3,38104.0,31051.61,1945600.55,8816.0,203600000.0,3596.9,103.8,103.5,104.6,49676,212978599.5,170670619.6,17026,-11,3462.63,-2960.0,,
2019-11-01,3.8,-1.6,13616000.0,99.4,115.9,105.8,94.1,,-0.9,-6.5,50.2,58.9,13633.17324,124.6,38094.0,30955.91,1961429.56,8463.0,214340000.0,3484.2,104.5,104.2,105.5,22838,221442325.0,184266453.8,11263,-40,12908.64,-310.0,,
2019-12-01,4.5,-1.4,13746000.0,100.5,117.1,106.9,98.0,,-1.3,0.5,50.2,58.6,10769.81577,126.6,38777.0,31079.24,1986488.82,6937.0,227540000.0,3044.4,104.5,104.2,105.3,17760,238638083.2,191390349.1,11415,-77,6140.01,5990.0,,
2020-01-01,4.5,-0.5,12680000.0,101.0,118.6,106.9,100.4,6.0,7.6,16.3,50.0,49.9,34924.0,126.4,,31154.97,2023066.485,5639.0,66866000.0,2081.3,105.4,105.1,106.3,,211587567.6,156920624.1,,,,-200.0,12.5,10.5
2020-02-01,5.4,0.1,6740000.0,100.3,117.2,105.0,97.5,,7.9,16.5,35.7,26.2,7202.0,118.9,,31067.18,2030830.424,5265.0,82037900.0,638.4,105.2,104.8,106.3,0,80379283.79,142371518.7,0,199,11506.11,-5775.0,,
2020-03-01,5.2,-0.4,11780000.0,98.6,113.5,104.1,92.0,,-17.2,-4.0,52.0,51.5,30390.0,122.2,26450.0,30606.33,2080923.411,8008.0,107979300.0,2175.6,104.3,104.0,105.3,50822,184571998.6,164603201.9,10752,-33,40661.59,710.0,,
2020-03-01,5.2,-0.4,11780000.0,98.6,113.5,104.1,92.0,,-17.2,0.0,52.0,51.5,30390.0,122.2,26450.0,30606.33,2080923.411,8008.0,107979300.0,2175.6,104.3,104.0,105.3,50822,184571998.6,164603201.9,10752,-33,40661.59,710.0,,
2020-03-01,5.2,-0.4,11780000.0,98.6,113.5,104.1,92.0,,0.0,-4.0,52.0,51.5,30390.0,122.2,26450.0,30606.33,2080923.411,8008.0,107979300.0,2175.6,104.3,104.0,105.3,50822,184571998.6,164603201.9,10752,-33,40661.59,710.0,,
2020-03-01,5.2,-0.4,11780000.0,98.6,113.5,104.1,92.0,,0.0,0.0,52.0,51.5,30390.0,122.2,26450.0,30606.33,2080923.411,8008.0,107979300.0,2175.6,104.3,104.0,105.3,50822,184571998.6,164603201.9,10752,-33,40661.59,710.0,,
2020-04-01,4.3,-1.5,10140000.0,97.0,111.4,102.3,86.8,-6.8,-6.6,-1.0,50.8,53.6,16239.0,116.4,28178.0,30914.59,2093533.829,8179.0,121827900.0,4172.8,103.3,103.0,104.0,52679,199483191.9,154546662.3,16149,207,11715.18,-690.0,,
2020-04-01,4.3,-1.5,10140000.0,97.0,111.4,102.3,86.8,-6.8,-6.6,0.0,50.8,53.6,16239.0,116.4,28178.0,30914.59,2093533.829,8179.0,121827900.0,4172.8,103.3,103.0,104.0,52679,199483191.9,154546662.3,16149,207,11715.18,-690.0,,
2020-04-01,4.3,-1.5,10140000.0,97.0,111.4,102.3,86.8,-6.8,0.0,-1.0,50.8,53.6,16239.0,116.4,28178.0,30914.59,2093533.829,8179.0,121827900.0,4172.8,103.3,103.0,104.0,52679,199483191.9,154546662.3,16149,207,11715.18,-690.0,,
2020-04-01,4.3,-1.5,10140000.0,97.0,111.4,102.3,86.8,-6.8,0.0,0.0,50.8,53.6,16239.0,116.4,28178.0,30914.59,2093533.829,8179.0,121827900.0,4172.8,103.3,103.0,104.0,52679,199483191.9,154546662.3,16149,207,11715.18,-690.0,,
2020-05-01,3.3,-3.1,9870000.0,96.7,109.2,101.7,85.0,,3.5,-14.2,50.6,54.8,15502.0,115.8,31973.0,31016.92,2100183.741,7175.0,136346100.0,3375.9,102.4,102.3,103.0,62370,206428326.7,144811206.1,15539,158,23155.64,6700.0,,
2020-06-01,2.4,-3.7,16720000.0,97.7,109.1,102.0,87.4,,-3.3,-16.7,50.9,54.9,19029.0,112.6,33526.0,31123.28,2134948.661,7526.0,156189200.0,2863.0,102.5,102.2,103.2,82409,212846693.2,168167065.9,18504,154,30853.36,-175.0,,
2020-06-01,2.4,-3.7,16720000.0,97.7,109.1,102.0,87.4,,-3.3,0.0,50.9,54.9,19029.0,112.6,33526.0,31123.28,2134948.661,7526.0,156189200.0,2863.0,102.5,102.2,103.2,82409,212846693.2,168167065.9,18504,154,30853.36,-175.0,,
2020-06-01,2.4,-3.7,16720000.0,97.7,109.1,102.0,87.4,,0.0,-16.7,50.9,54.9,19029.0,112.6,33526.0,31123.28,2134948.661,7526.0,156189200.0,2863.0,102.5,102.2,103.2,82409,212846693.2,168167065.9,18504,154,30853.36,-175.0,,
2020-06-01,2.4,-3.7,16720000.0,97.7,109.1,102.0,87.4,,0.0,0.0,50.9,54.9,19029.0,112.6,33526.0,31123.28,2134948.661,7526.0,156189200.0,2863.0,102.5,102.2,103.2,82409,212846693.2,168167065.9,18504,154,30853.36,-175.0,,
2020-07-01,2.5,-3.0,9050000.0,98.5,109.6,101.8,89.9,3.2,0.5,2.7,51.1,50.9,10221.0,117.2,32203.0,31543.91,2125458.462,7404.0,168815300.0,2230.1,102.7,102.4,103.7,47611,236839118.6,176530158.4,18549,192,1133.15,-3700.0,,
2020-08-01,2.7,-2.4,12020000.0,98.9,107.9,103.5,91.1,,7.2,-1.4,51.0,52.2,14201.0,116.4,33571.0,31646.09,2136836.91,6511.0,183907100.0,2690.7,102.4,102.1,103.2,49620,234372876.6,177272365.1,12043,193,20150.95824139,5000.0,,
2020-09-01,2.4,-2.0,14260000.0,98.7,106.1,103.7,91.1,,9.5,-2.1,51.5,56.1,19171.0,120.5,35295.0,31425.62,2164084.8,7036.0,201868700.0,2333.4,101.7,101.6,102.1,57696,238612878.8,203269047.8,14234,-34,17399.06175861,-200.0,,
2020-10-01,1.7,-2.1,11830000.0,98.5,102.8,105.3,90.2,4.9,0.0,0.0,51.4,56.3,6663.0,121.7,38576.0,31279.82,2149720.42,5467.0,213945700.0,2615.3,100.5,100.5,100.4,46762,236229943.9,178908375.6,17531,238,-2763.31,-2600.0,,
2020-10-01,1.7,-2.1,11830000.0,98.5,102.8,105.3,90.2,4.9,0.0,13.2,51.4,56.3,6663.0,121.7,38576.0,31279.82,2149720.42,5467.0,213945700.0,2615.3,100.5,100.5,100.4,46762,236229943.9,178908375.6,17531,238,-2763.31,-2600.0,,
2020-10-01,1.7,-2.1,11830000.0,98.5,102.8,105.3,90.2,4.9,0.0,0.0,51.4,56.3,6663.0,121.7,38576.0,31279.82,2149720.42,5467.0,213945700.0,2615.3,100.5,100.5,100.4,46762,236229943.9,178908375.6,17531,238,-2763.31,-2600.0,,
2020-10-01,1.7,-2.1,11830000.0,98.5,102.8,105.3,90.2,4.9,9.9,0.0,51.4,56.3,6663.0,121.7,38576.0,31279.82,2149720.42,5467.0,213945700.0,2615.3,100.5,100.5,100.4,46762,236229943.9,178908375.6,17531,238,-2763.31,-2600.0,,
2020-10-01,1.7,-2.1,11830000.0,98.5,102.8,105.3,90.2,4.9,9.9,13.2,51.4,56.3,6663.0,121.7,38576.0,31279.82,2149720.42,5467.0,213945700.0,2615.3,100.5,100.5,100.4,46762,236229943.9,178908375.6,17531,238,-2763.31,-2600.0,,
2020-10-01,1.7,-2.1,11830000.0,98.5,102.8,105.3,90.2,4.9,9.9,0.0,51.4,56.3,6663.0,121.7,38576.0,31279.82,2149720.42,5467.0,213945700.0,2615.3,100.5,100.5,100.4,46762,236229943.9,178908375.6,17531,238,-2763.31,-2600.0,,
2020-10-01,1.7,-2.1,11830000.0,98.5,102.8,105.3,90.2,4.9,0.0,0.0,51.4,56.3,6663.0,121.7,38576.0,31279.82,2149720.42,5467.0,213945700.0,2615.3,100.5,100.5,100.4,46762,236229943.9,178908375.6,17531,238,-2763.31,-2600.0,,
2020-10-01,1.7,-2.1,11830000.0,98.5,102.8,105.3,90.2,4.9,0.0,13.2,51.4,56.3,6663.0,121.7,38576.0,31279.82,2149720.42,5467.0,213945700.0,2615.3,100.5,100.5,100.4,46762,236229943.9,178908375.6,17531,238,-2763.31,-2600.0,,
2020-10-01,1.7,-2.1,11830000.0,98.5,102.8,105.3,90.2,4.9,0.0,0.0,51.4,56.3,6663.0,121.7,38576.0,31279.82,2149720.42,5467.0,213945700.0,2615.3,100.5,100.5,100.4,46762,236229943.9,178908375.6,17531,238,-2763.31,-2600.0,,
2020-11-01,0.5,-2.1,14380000.0,99.0,100.0,106.4,90.6,,11.4,4.7,52.1,57.5,15309.0,124.0,39514.0,31784.9,2172002.55,6261.0,225128100.0,2958.4,99.5,99.6,99.2,16268,266912158.1,192663372.2,10956,-184,20612.64,350.0,,
2020-12-01,-0.5,-1.5,14900000.0,100.2,100.6,108.7,92.6,,21.1,4.5,51.9,56.9,11458.0,122.1,40566.0,32165.22,2186795.89,6976.0,239820000.0,2659.5,100.2,100.2,100.2,19347,281687569.9,205897955.6,13406,-376,-2674.76,250.0,,
2021-01-01,0.2,-0.4,13470000.0,101.2,101.8,110.7,93.7,6.5,18.1,6.5,51.3,54.4,38182.0,122.8,,32106.71,2213047.33,5116.0,74811600.0,4012.0,99.7,99.6,99.9,,263633068.3,201979919.3,,,,-1710.0,,
2021-02-01,-0.3,0.3,12600000.0,102.9,101.5,113.9,97.6,,,,50.6,49.8,13413.0,127.0,,32049.94,2236030.26,3944.0,92323000.0,2175.9,99.8,99.8,99.9,0,204637589.1,169314988.3,0,27,12972.49988447,-3140.0,,
2021-03-01,-0.2,1.7,18790000.0,105.4,101.2,115.2,104.1,,60.6,22.2,51.9,51.9,27511.0,122.2,35484.0,31700.29,2276488.45,5006.0,116356800.0,3609.4,100.4,100.5,100.4,50758,240743007.1,228970135.7,15310,18,36937.7,-100.0,,
2021-04-01,0.4,4.4,14180000.0,107.5,99.7,117.4,111.1,18.3,30.6,38.1,0.0,57.3,12840.0,121.5,33153.0,31981.8,2262107.12,4210.0,130028100.0,2748.6,100.9,101.0,100.7,47810,263460475.3,222580334.8,20893,65,-5158.85,100.0,,
2021-05-01,0.0,6.8,12540000.0,109.1,100.0,121.0,115.2,,32.3,43.1,51.0,55.8,14294.0,121.8,35945.0,32218.03,2275538.07,3721.0,144763300.0,2296.8,101.3,101.4,101.1,50113,263615097.2,220356387.1,18446,139,25230.33,-100.0,,
2021-06-01,1.3,9.0,19380000.0,108.1,96.5,121.5,114.9,,27.9,51.1,50.9,54.6,23182.0,122.8,37586.0,32140.1,2317788.36,4452.0,153009300.0,2566.4,101.1,101.2,100.7,61983,281020999.6,230919668.1,20662,102,39825.97,1000.0,,
2021-07-01,1.1,8.8,9780000.0,107.9,94.5,121.0,115.3,7.9,32.2,36.7,50.4,50.3,8391.0,117.8,34925.0,32358.9,2302153.82,3944.0,166009700.0,2867.6,101.0,101.2,100.4,46633,282270678.9,226377067.8,20600,-29,-12806.87,-600.0,12.0,10.0
2021-08-01,1.0,9.0,13040000.0,107.6,93.2,116.3,115.1,,19.3,28.1,50.1,49.5,12713.0,117.5,34395.0,32321.16,2312267.68,3572.0,181027900.0,2430.6,100.8,101.0,100.3,44380,293982100.8,234836016.2,12372,-14,14006.14,1600.0,,
2021-09-01,0.8,9.5,15480000.0,107.9,89.8,114.4,117.6,,25.6,33.1,49.6,51.0,17755.0,121.2,36833.0,32006.26,2342829.7,3659.0,197912400.0,2144.0,100.7,100.8,100.2,50914,305283427.3,237255529.1,13932,-16,22985.12,5900.0,,
2021-10-01,0.7,10.7,12750000.0,110.1,92.1,111.4,123.7,4.9,28.1,17.6,49.2,53.5,7752.0,120.2,40454.0,32176.14,2336160.48,2643.0,209436300.0,3357.5,101.5,101.6,101.2,47996,299585438.0,214788846.0,17506,130,8052.79,1600.0,,
2021-11-01,1.5,13.5,15190000.0,109.8,98.2,107.8,123.8,,27.1,20.6,50.1,53.6,13021.0,119.5,41043.0,32223.86,2356012.76,3433.0,220504700.0,3525.2,102.3,102.4,102.2,48259,324810354.1,252996522.1,9726,-54,11560.86,-5000.0,,
2021-12-01,2.3,12.9,16280000.0,107.5,96.6,104.2,118.6,,22.0,31.7,50.3,52.6,10350.0,119.8,41269.0,32501.66,2382899.56,3881.0,235718400.0,3340.1,101.5,101.6,101.2,50465,340431026.7,246161319.4,11287,-361,10262.15,2000.0,11.5,9.5
2022-01-01,1.5,10.3,15840000.0,106.4,93.1,103.4,118.0,4.0,20.9,19.5,50.1,51.1,41988.0,121.5,,32216.32,2431022.72,2848.0,70496400.0,3302.2,100.9,101.1,100.4,,327303346.3,242237205.6,,,,4000.0,,
2022-02-01,0.9,9.1,22020000.0,106.1,91.7,103.2,118.7,,,,,51.2,9084.0,120.5,,32138.27,2441488.9,1913.0,87834300.0,1486.4,100.9,101.0,100.5,0,217533255.0,187036876.5,0,249,26732.01,0.0,,
2022-03-01,0.9,8.8,21230000.0,,,,,,16.3,15.5,50.2,48.7,32291.0,113.2,34233.0,31879.94,2497688.34,2356.0,,,101.5,101.6,101.2,54109,276084612.7,228704260.4,15834,-125,44672.8,-4000.0,,
2022-03-01,0.9,8.8,21230000.0,,,,,,16.3,15.5,49.5,48.7,32291.0,113.2,34233.0,31879.94,2497688.34,2356.0,,,101.5,101.6,101.2,54109,276084612.7,228704260.4,15834,-125,44672.8,-4000.0,,
2022-04-01,1.5,8.3,,,,,,4.8,14.7,-0.1,47.4,43.8,3616.0,,,31197.2,2499700.0,1879.0,,,102.1,102.2,102.0,,273619700.0,222500600.0,,-218,,-6400.0,11.25,9.25
2022-05-01,2.1,8.0,,,,,,,3.9,0.0,,,,,,,,,,,,,,,,,,,,-600.0,,
